9.74804e-05,0.000194789,0.000291757,0.000388214,0.000483993,0.00057893,0.000672862,0.000765629,0.000857076,0.00094705,0.00103541,0.001122,0.0012067,0.00128936,0.00136987,0.00144811,0.00152396,0.00159733,0.0016681,0.00173619,0.00180153,0.00186402,0.00192361,0.00198026,0.00203389,0.00208446,0.00213193,0.00217628,0.00221747,0.00225551,0.00229038,0.00232208,0.00235062,0.00237601,0.00239828,0.00241745,0.00243355,0.00244662,0.0024567,0.00246385,0.00246811,0.00246954,0.00246821,0.00246417,0.0024575,0.00244826,0.00243653,0.00242239,0.0024059,0.00238715,0.00236622,0.00234319,0.00231813,0.00229114,0.00226228,0.00223165,0.00219932,0.00216538,0.00212989,0.00209294,0.00205461,0.00201496,0.00197408,0.00193202,0.00188887,0.00184469,0.00179953,0.00175348,0.00170658,0.00165889,0.00161047,0.00156137,0.00151165,0.00146135,0.00141051,0.00135918,0.0013074,0.00125522,0.00120265,0.00114975,0.00109654,0.00104304,0.000989299,0.000935328,0.000881154,0.000826798,0.000772281,0.000717621,0.000662835,0.000607938,0.000552944,0.000497866,0.000442715,0.000387502,0.000332237,0.000276929,0.000221585,0.000166213,0.00011082,5.54139e-05
0.000195132,0.000389921,0.000584026,0.000777108,0.000968834,0.00115887,0.00134689,0.00153259,0.00171563,0.00189573,0.00207258,0.00224591,0.00241543,0.00258089,0.00274203,0.00289862,0.00305043,0.00319726,0.0033389,0.00347517,0.00360591,0.00373097,0.00385021,0.00396356,0.00407086,0.00417204,0.00426701,0.00435573,0.00443814,0.00451422,0.00458395,0.00464735,0.00470441,0.00475518,0.00479969,0.00483799,0.00487015,0.00489625,0.00491637,0.00493061,0.00493908,0.00494189,0.00493915,0.00493101,0.0049176,0.00489905,0.00487551,0.00484714,0.00481409,0.00477652,0.00473457,0.00468843,0.00463824,0.00458417,0.00452638,0.00446504,0.0044003,0.00433233,0.00426128,0.0041873,0.00411056,0.00403119,0.00394935,0.00386517,0.0037788,0.00369037,0.0036,0.00350783,0.00341397,0.00331854,0.00322164,0.0031234,0.0030239,0.00292325,0.00282153,0.00271883,0.00261524,0.00251083,0.00240567,0.00229983,0.00219337,0.00208636,0.00197884,0.00187087,0.0017625,0.00165377,0.00154472,0.00143538,0.00132579,0.00121598,0.00110598,0.000995812,0.000885499,0.000775063,0.000664523,0.000553897,0.0004432,0.000332449,0.000221656,0.000110835
0.000293128,0.00058574,0.000877324,0.00116737,0.00145537,0.00174084,0.00202328,0.00230221,0.00257716,0.00284768,0.00311332,0.00337365,0.00362827,0.00387677,0.00411879,0.00435395,0.00458194,0.00480242,0.00501511,0.00521973,0.00541604,0.0056038,0.00578281,0.00595296,0.00611403,0.00626589,0.00640843,0.00654155,0.00666521,0.00677935,0.00688395,0.00697903,0.00706459,0.00714069,0.00720739,0.00726476,0.00731291,0.00735195,0.00738202,0.00740325,0.0074158,0.00741986,0.0074156,0.00740322,0.00738292,0.00735492,0.00731943,0.00727668,0.00722691,0.00717034,0.00710723,0.00703781,0.00696232,0.00688101,0.00679413,0.00670191,0.00660461,0.00650245,0.00639568,0.00628453,0.00616922,0.00604999,0.00592705,0.00580061,0.00567088,0.00553807,0.00540236,0.00526395,0.00512301,0.00497972,0.00483425,0.00468676,0.00453739,0.00438629,0.0042336,0.00407945,0.00392396,0.00376725,0.00360942,0.00345058,0.00329082,0.00313023,0.00296889,0.00280687,0.00264426,0.00248111,0.00231748,0.00215343,0.001989,0.00182425,0.00165921,0.00149393,0.00132843,0.00116275,0.000996912,0.000830948,0.000664881,0.000498732,0.000332523,0.000166272
0.000391643,0.000782595,0.00117217,0.00155969,0.00194448,0.00232587,0.0027032,0.00307585,0.00344317,0.00380455,0.00415941,0.00450717,0.00484728,0.00517921,0.00550246,0.00581655,0.00612102,0.00641546,0.00669948,0.0069727,0.0072348,0.00748547,0.00772444,0.00795156,0.00816653,0.00836919,0.00855938,0.00873698,0.00890192,0.00905414,0.00919362,0.00932035,0.00943438,0.00953575,0.00962456,0.00970091,0.00976493,0.00981679,0.00985664,0.00988471,0.00990119,0.00990631,0.00990033,0.00988351,0.00985612,0.00981844,0.00977077,0.00971341,0.00964668,0.00957089,0.00948636,0.00939341,0.00929238,0.00918359,0.00906737,0.00894404,0.00881392,0.00867734,0.00853462,0.00838606,0.00823197,0.00807265,0.00790839,0.00773948,0.00756619,0.0073888,0.00720756,0.00702273,0.00683454,0.00664323,0.00644901,0.00625211,0.00605272,0.00585104,0.00564725,0.00544152,0.00523402,0.00502489,0.00481429,0.00460235,0.00438919,0.00417493,0.00395969,0.00374355,0.00352663,0.00330899,0.00309073,0.00287191,0.0026526,0.00243286,0.00221274,0.0019923,0.00177158,0.00155062,0.00132946,0.00110813,0.000886661,0.000665089,0.000443438,0.000221733
0.000490852,0.000980837,0.00146909,0.00195476,0.00243701,0.00291498,0.00338787,0.00385486,0.00431516,0.00476802,0.00521268,0.00564842,0.00607456,0.00649042,0.00689539,0.00728885,0.00767025,0.00803905,0.00839476,0.00873693,0.00906513,0.00937898,0.00967816,0.00996245,0.0102315,0.0104851,0.0107231,0.0109453,0.0111515,0.0113419,0.0115162,0.0116746,0.011817,0.0119436,0.0120544,0.0121496,0.0122293,0.0122938,0.0123433,0.012378,0.0123981,0.0124041,0.0123961,0.0123746,0.0123398,0.0122922,0.012232,0.0121597,0.0120757,0.0119804,0.0118741,0.0117573,0.0116304,0.0114938,0.0113479,0.0111932,0.0110299,0.0108586,0.0106796,0.0104933,0.0103002,0.0101005,0.0098946,0.00968294,0.00946582,0.00924359,0.00901656,0.00878506,0.00854938,0.00830982,0.00806664,0.00782013,0.00757053,0.00731807,0.007063,0.00680552,0.00654585,0.00628416,0.00602064,0.00575547,0.00548879,0.00522075,0.00495149,0.00468114,0.00440981,0.00413761,0.00386463,0.00359097,0.0033167,0.00304191,0.00276666,0.00249101,0.00221502,0.00193873,0.0016622,0.00138547,0.00110857,0.000831543,0.000554417,0.000277226
0.000590934,0.00118082,0.00176862,0.0023533,0.00293384,0.00350923,0.00407848,0.00464062,0.00519469,0.00573976,0.00627495,0.00679937,0.00731221,0.00781265,0.00829994,0.00877336,0.00923222,0.00967588,0.0101037,0.0105153,0.01091,0.0112874,0.011647,0.0119888,0.0123122,0.0126169,0.0129028,0.0131696,0.0134173,0.0136458,0.013855,0.014045,0.0142158,0.0143674,0.0145001,0.014614,0.0147092,0.0147862,0.014845,0.014886,0.0149096,0.0149161,0.0149058,0.0148792,0.0148367,0.0147787,0.0147057,0.0146181,0.0145164,0.0144011,0.0142727,0.0141317,0.0139785,0.0138137,0.0136377,0.0134511,0.0132543,0.0130478,0.0128322,0.0126078,0.0123752,0.0121347,0.0118869,0.0116321,0.0113708,0.0111034,0.0108303,0.0105518,0.0102684,0.00998025,0.00968785,0.00939147,0.0090914,0.00878794,0.00848137,0.00817193,0.00785988,0.00754545,0.00722884,0.00691027,0.00658991,0.00626795,0.00594455,0.00561985,0.005294,0.00496712,0.00463933,0.00431074,0.00398144,0.00365152,0.00332106,0.00299014,0.00265882,0.00232716,0.00199521,0.00166302,0.00133064,0.000998115,0.000665474,0.000332757
0.000692068,0.0013829,0.00207129,0.00275601,0.00343587,0.00410969,0.00477628,0.00543453,0.00608329,0.0067215,0.00734809,0.00796204,0.00856239,0.00914818,0.00971853,0.0102726,0.0108096,0.0113287,0.0118293,0.0123107,0.0127723,0.0132137,0.0136342,0.0140337,0.0144117,0.0147678,0.0151018,0.0154135,0.0157027,0.0159693,0.0162134,0.0164349,0.0166339,0.0168105,0.0169649,0.0170973,0.0172079,0.0172969,0.0173648,0.0174119,0.0174385,0.0174451,0.0174321,0.0174001,0.0173494,0.0172806,0.0171943,0.0170909,0.0169711,0.0168353,0.0166843,0.0165185,0.0163385,0.016145,0.0159384,0.0157195,0.0154887,0.0152466,0.0149938,0.0147309,0.0144583,0.0141767,0.0138864,0.0135881,0.0132823,0.0129693,0.0126497,0.0123239,0.0119923,0.0116553,0.0113133,0.0109668,0.0106159,0.0102612,0.00990285,0.0095412,0.00917654,0.00880913,0.00843923,0.00806706,0.00769285,0.00731679,0.00693908,0.00655989,0.00617939,0.00579771,0.00541499,0.00503135,0.00464692,0.00426178,0.00387604,0.00348976,0.00310304,0.00271594,0.00232851,0.00194081,0.00155291,0.00116483,0.000776623,0.000388334
0.000794438,0.00158746,0.00237766,0.00316364,0.00394401,0.00471742,0.00548253,0.006238,0.00698257,0.00771497,0.00843399,0.00913847,0.00982727,0.0104993,0.0111536,0.0117891,0.0124049,0.0130002,0.0135742,0.0141261,0.0146552,0.015161,0.0156429,0.0161005,0.0165334,0.0169411,0.0173234,0.01768,0.0180109,0.0183157,0.0185947,0.0188477,0.0190748,0.0192763,0.0194522,0.0196028,0.0197284,0.0198293,0.0199059,0.0199586,0.0199878,0.0199941,0.019978,0.01994,0.0198806,0.0198005,0.0197003,0.0195806,0.0194421,0.0192853,0.019111,0.0189199,0.0187126,0.0184897,0.018252,0.0180001,0.0177348,0.0174565,0.017166,0.016864,0.0165509,0.0162276,0.0158944,0.0155521,0.0152012,0.0148422,0.0144756,0.014102,0.0137219,0.0133356,0.0129438,0.0125466,0.0121447,0.0117384,0.0113279,0.0109138,0.0104962,0.0100756,0.00965214,0.00922615,0.00879786,0.00836751,0.00793532,0.00750146,0.00706614,0.00662951,0.00619173,0.00575293,0.00531325,0.00487279,0.00443166,0.00398995,0.00354775,0.00310512,0.00266215,0.00221888,0.00177538,0.0013317,0.000887876,0.000443963
0.000898234,0.00179486,0.00268828,0.00357691,0.00445918,0.00533355,0.00619849,0.0070525,0.00789413,0.00872196,0.0095346,0.0103307,0.0111091,0.0118684,0.0126076,0.0133255,0.0140211,0.0146934,0.0153415,0.0159645,0.0165618,0.0171326,0.0176762,0.0181925,0.0186806,0.0191403,0.0195711,0.0199728,0.0203454,0.0206885,0.0210023,0.0212867,0.0215419,0.021768,0.0219651,0.0221337,0.022274,0.0223864,0.0224713,0.0225292,0.0225606,0.0225661,0.0225462,0.0225017,0.022433,0.022341,0.0222263,0.0220896,0.0219317,0.0217533,0.0215551,0.021338,0.0211026,0.0208498,0.0205803,0.0202948,0.0199942,0.0196791,0.0193503,0.0190085,0.0186544,0.0182887,0.0179121,0.0175252,0.0171286,0.0167231,0.0163091,0.0158872,0.015458,0.0150221,0.0145798,0.0141317,0.0136783,0.0132199,0.0127571,0.0122901,0.0118193,0.0113452,0.0108679,0.0103878,0.00990522,0.00942035,0.00893345,0.00844474,0.00795442,0.00746268,0.00696968,0.00647558,0.00598052,0.00548462,0.004988,0.00449076,0.00399298,0.00349476,0.00299616,0.00249725,0.00199809,0.00149874,0.000999243,0.000499648
0.00100365,0.00200549,0.00300373,0.0039966,0.00498234,0.0059592,0.00692548,0.00787951,0.00881964,0.00974428,0.0106519,0.011541,0.0124101,0.0132579,0.0140831,0.0148845,0.0156608,0.016411,0.017134,0.017829,0.0184951,0.0191316,0.0197376,0.0203129,0.0208567,0.0213686,0.0218482,0.0222953,0.0227096,0.0230911,0.0234397,0.0237555,0.0240385,0.024289,0.0245072,0.0246934,0.024848,0.0249714,0.0250642,0.0251268,0.0251598,0.0251639,0.0251397,0.025088,0.0250094,0.0249048,0.0247748,0.0246205,0.0244424,0.0242416,0.0240188,0.0237748,0.0235107,0.0232271,0.022925,0.0226052,0.0222686,0.0219159,0.0215481,0.0211658,0.0207699,0.0203613,0.0199405,0.0195084,0.0190656,0.0186129,0.0181508,0.0176802,0.0172014,0.0167152,0.0162221,0.0157226,0.0152172,0.0147065,0.0141908,0.0136706,0.0131462,0.0126182,0.0120868,0.0115524,0.0110152,0.0104755,0.00993369,0.0093899,0.00884439,0.00829735,0.00774897,0.00719941,0.00664883,0.00609736,0.00554513,0.00499224,0.00443879,0.00388488,0.00333057,0.00277595,0.00222106,0.00166597,0.00111073,0.000555394
