0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;98.7958,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,0;98.7958,0;98.7958,0;98.7958,0;98.7958,0;1,0;1
