0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;45.5909,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
