0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,1;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,1;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;47.7336,0;1,0;1,0;1,0;1,0;1,0;1,0;1
