0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;72.5487,0;1,0;1,0;1,0;1
