0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;4.07257,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
