0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;68.2707,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
