0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;66.1657,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;38.595,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
