0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;47.8717,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1
